Policy Type Name,a_group,Insured'S Gender,perfecture_name,address Count
Female Disease,31-40,2,Tokyo,22
Female Disease,31-40,2,Wakayama,2
Female Disease,31-40,2,Yamaguchi,1
Female Disease,41-50,2,Aichi,4
Female Disease,41-50,2,Akita,1
Female Disease,41-50,2,Aomori,1
Female Disease,41-50,2,Chiba,7
Female Disease,41-50,2,Ehime,2
Female Disease,41-50,2,Fukuoka,3
Female Disease,41-50,2,Fukushima,2
Female Disease,41-50,2,Gifu,1
Female Disease,41-50,2,Gunma,2
Female Disease,41-50,2,Hiroshima,2
Female Disease,41-50,2,Hokkaido,6
Female Disease,41-50,2,Hyōgo,7
Female Disease,41-50,2,Ibaraki,1
Female Disease,41-50,2,Ishikawa,4
Female Disease,41-50,2,Kagoshima,1
Female Disease,41-50,2,Kanagawa,11
Female Disease,41-50,2,Kochi,1
Female Disease,41-50,2,Kyoto,3
Female Disease,41-50,2,Mie,2
Female Disease,41-50,2,Miyagi,6
Female Disease,41-50,2,Miyazaki,3
Female Disease,41-50,2,Nagano,3
Female Disease,41-50,2,Nara,1
Female Disease,41-50,2,Niigata,2
Female Disease,41-50,2,Oita,2
Female Disease,41-50,2,Okayama,2
Female Disease,41-50,2,Osaka,7
Female Disease,41-50,2,Saga,1
Female Disease,41-50,2,Saitama,7
Female Disease,41-50,2,Shimane,1
Female Disease,41-50,2,Tochigi,2
Female Disease,41-50,2,Tokushima,1
Female Disease,41-50,2,Tokyo,29
Female Disease,41-50,2,Toyama,2
Female Disease,41-50,2,Wakayama,1
Female Disease,41-50,2,Yamagata,4
Female Disease,41-50,2,Yamaguchi,4
Female Disease,41-50,2,Yamanashi,1
Female Disease,51-60,2,Aichi,3
Female Disease,51-60,2,Aomori,2
Female Disease,51-60,2,Chiba,3
Female Disease,51-60,2,Ehime,1
Female Disease,51-60,2,Fukuoka,7
Female Disease,51-60,2,Fukushima,1
Female Disease,51-60,2,Gifu,1
Female Disease,51-60,2,Gunma,2
Female Disease,51-60,2,Hiroshima,4
Female Disease,51-60,2,Hokkaido,1
Female Disease,51-60,2,Hyōgo,4
Female Disease,51-60,2,Ibaraki,1
Female Disease,51-60,2,Ishikawa,1
Female Disease,51-60,2,Kagawa,1
Female Disease,51-60,2,Kagoshima,1
Female Disease,51-60,2,Kanagawa,5
Female Disease,51-60,2,Kochi,1
Female Disease,51-60,2,Kumamoto,3
Female Disease,51-60,2,Kyoto,9
Female Disease,51-60,2,Miyagi,6
Female Disease,51-60,2,Miyazaki,2
Female Disease,51-60,2,Nagano,1
Female Disease,51-60,2,Nara,3
Female Disease,51-60,2,Oita,3
Female Disease,51-60,2,Okayama,3
Female Disease,51-60,2,Osaka,7
Female Disease,51-60,2,Saitama,10
Female Disease,51-60,2,Shiga,1
Female Disease,51-60,2,Shimane,1
Female Disease,51-60,2,Shizuoka,2
Female Disease,51-60,2,Tochigi,2
Female Disease,51-60,2,Tokyo,13
Female Disease,51-60,2,Toyama,4
Female Disease,51-60,2,Yamagata,5
Female Disease,51-60,2,Yamaguchi,1
Female Disease,51-60,2,Yamanashi,2
Female Disease,61-64,2,Aichi,4
Female Disease,61-64,2,Aomori,1
Female Disease,61-64,2,Chiba,2
Female Disease,61-64,2,Gunma,1
Female Disease,61-64,2,Hokkaido,5
Female Disease,61-64,2,Hyōgo,2
Female Disease,61-64,2,Ibaraki,1
Female Disease,61-64,2,Kagawa,1
Female Disease,61-64,2,Kagoshima,1
Female Disease,61-64,2,Kanagawa,1
Female Disease,61-64,2,Kyoto,1
Female Disease,61-64,2,Miyagi,2
Female Disease,61-64,2,Niigata,1
Female Disease,61-64,2,Oita,1
Female Disease,61-64,2,Okayama,2
Female Disease,61-64,2,Osaka,4
Female Disease,61-64,2,Saitama,4
Female Disease,61-64,2,Shizuoka,1
Female Disease,61-64,2,Tochigi,1
Female Disease,61-64,2,Tokushima,1
Female Disease,61-64,2,Tokyo,6
Female Disease,61-64,2,Wakayama,1
Female Disease,greater than 64,2,Akita,1
Female Disease,greater than 64,2,Gifu,1
Female Disease,greater than 64,2,Kochi,1
Female Disease,greater than 64,2,Kyoto,1
Female Disease,greater than 64,2,Mie,1
Female Disease,greater than 64,2,Osaka,2
Female Disease,greater than 64,2,Saitama,1
Female Disease,greater than 64,2,Tokyo,3
Female Disease,greater than 64,2,Yamagata,1
Inc. Dec. Term Life,23-30,1,Okinawa,1
Inc. Dec. Term Life,23-30,2,Okayama,3
Inc. Dec. Term Life,31-40,1,Aichi,2
Inc. Dec. Term Life,31-40,1,Akita,1
Inc. Dec. Term Life,31-40,1,Aomori,1
Inc. Dec. Term Life,31-40,1,Chiba,2
Inc. Dec. Term Life,31-40,1,Fukuoka,2
Inc. Dec. Term Life,31-40,1,Hiroshima,2
Inc. Dec. Term Life,31-40,1,Hokkaido,1
Inc. Dec. Term Life,31-40,1,Hyōgo,3
Inc. Dec. Term Life,31-40,1,Kanagawa,2
Inc. Dec. Term Life,31-40,1,Kumamoto,1
Inc. Dec. Term Life,31-40,1,Miyagi,1
Inc. Dec. Term Life,31-40,1,Nara,1
Inc. Dec. Term Life,31-40,1,Osaka,2
Inc. Dec. Term Life,31-40,1,Tokushima,1
Inc. Dec. Term Life,31-40,1,Tokyo,4
Inc. Dec. Term Life,31-40,1,Yamaguchi,1
Inc. Dec. Term Life,41-50,1,Aichi,6
Inc. Dec. Term Life,41-50,1,Aomori,1
Inc. Dec. Term Life,41-50,1,Chiba,1
Inc. Dec. Term Life,41-50,1,Fukui,1
Inc. Dec. Term Life,41-50,1,Fukuoka,2
Inc. Dec. Term Life,41-50,1,Fukushima,1
Inc. Dec. Term Life,41-50,1,Gunma,1
Inc. Dec. Term Life,41-50,1,Hiroshima,2
Inc. Dec. Term Life,41-50,1,Ibaraki,2
Inc. Dec. Term Life,41-50,1,Ishikawa,2
Inc. Dec. Term Life,41-50,1,Kanagawa,5
Inc. Dec. Term Life,41-50,1,Kochi,1
Inc. Dec. Term Life,41-50,1,Kumamoto,1
Inc. Dec. Term Life,41-50,1,Kyoto,2
Inc. Dec. Term Life,41-50,1,Mie,1
Inc. Dec. Term Life,41-50,1,Miyagi,5
Inc. Dec. Term Life,41-50,1,Miyazaki,3
Inc. Dec. Term Life,41-50,1,Nagano,1
Inc. Dec. Term Life,41-50,1,Niigata,2
Inc. Dec. Term Life,41-50,1,Okayama,1
Inc. Dec. Term Life,41-50,1,Osaka,10
Inc. Dec. Term Life,41-50,1,Saga,1
Inc. Dec. Term Life,41-50,1,Saitama,3
Inc. Dec. Term Life,41-50,1,Shiga,1
Inc. Dec. Term Life,41-50,1,Shizuoka,2
Inc. Dec. Term Life,41-50,1,Tokushima,1
Inc. Dec. Term Life,41-50,1,Tokyo,11
Inc. Dec. Term Life,41-50,1,Toyama,1
Inc. Dec. Term Life,41-50,1,Wakayama,2
Inc. Dec. Term Life,41-50,1,Yamagata,1
Inc. Dec. Term Life,41-50,1,Yamaguchi,4
Inc. Dec. Term Life,41-50,1,Yamanashi,2
Inc. Dec. Term Life,41-50,2,Akita,2
Inc. Dec. Term Life,41-50,2,Chiba,1
Inc. Dec. Term Life,41-50,2,Kagawa,1
Inc. Dec. Term Life,41-50,2,Kyoto,1
Inc. Dec. Term Life,41-50,2,Nagano,1
Inc. Dec. Term Life,41-50,2,Niigata,2
Inc. Dec. Term Life,41-50,2,Osaka,1
Inc. Dec. Term Life,41-50,2,Tokyo,1
Inc. Dec. Term Life,41-50,2,Yamanashi,1
Inc. Dec. Term Life,51-60,1,Aichi,16
Inc. Dec. Term Life,51-60,1,Akita,4
Inc. Dec. Term Life,51-60,1,Aomori,2
Inc. Dec. Term Life,51-60,1,Chiba,5
Inc. Dec. Term Life,51-60,1,Ehime,2
Inc. Dec. Term Life,51-60,1,Fukui,1
Inc. Dec. Term Life,51-60,1,Fukuoka,8
Inc. Dec. Term Life,51-60,1,Fukushima,3
Inc. Dec. Term Life,51-60,1,Gifu,7
Inc. Dec. Term Life,51-60,1,Gunma,2
Inc. Dec. Term Life,51-60,1,Hiroshima,9
Inc. Dec. Term Life,51-60,1,Hokkaido,7
Inc. Dec. Term Life,51-60,1,Hyōgo,6
Inc. Dec. Term Life,51-60,1,Ibaraki,3
Inc. Dec. Term Life,51-60,1,Ishikawa,2
Inc. Dec. Term Life,51-60,1,Kagawa,1
Inc. Dec. Term Life,51-60,1,Kagoshima,1
Inc. Dec. Term Life,51-60,1,Kanagawa,8
Inc. Dec. Term Life,51-60,1,Kochi,2
Inc. Dec. Term Life,51-60,1,Kumamoto,2
Inc. Dec. Term Life,51-60,1,Kyoto,4
Inc. Dec. Term Life,51-60,1,Mie,4
Inc. Dec. Term Life,51-60,1,Miyagi,2
Inc. Dec. Term Life,51-60,1,Nagano,4
Inc. Dec. Term Life,51-60,1,Naoasaki,1
Inc. Dec. Term Life,51-60,1,Niigata,11
Inc. Dec. Term Life,51-60,1,Oita,1
Inc. Dec. Term Life,51-60,1,Okayama,6
Inc. Dec. Term Life,51-60,1,Osaka,12
Inc. Dec. Term Life,51-60,1,Saga,1
Inc. Dec. Term Life,51-60,1,Saitama,11
Inc. Dec. Term Life,51-60,1,Shiga,1
Inc. Dec. Term Life,51-60,1,Shimane,1
Inc. Dec. Term Life,51-60,1,Shizuoka,2
Inc. Dec. Term Life,51-60,1,Tochigi,5
Inc. Dec. Term Life,51-60,1,Tokushima,2
Inc. Dec. Term Life,51-60,1,Tokyo,35
Inc. Dec. Term Life,51-60,1,Toyama,6
Inc. Dec. Term Life,51-60,1,Wakayama,4
Inc. Dec. Term Life,51-60,1,Yamagata,6
Inc. Dec. Term Life,51-60,1,Yamaguchi,3
Inc. Dec. Term Life,51-60,1,Yamanashi,2
Inc. Dec. Term Life,51-60,2,Aichi,2
Inc. Dec. Term Life,51-60,2,Gunma,2
Inc. Dec. Term Life,51-60,2,Hiroshima,3
Inc. Dec. Term Life,51-60,2,Kagoshima,1
Inc. Dec. Term Life,51-60,2,Kanagawa,1
Inc. Dec. Term Life,51-60,2,Miyazaki,1
Inc. Dec. Term Life,51-60,2,Nara,1
Inc. Dec. Term Life,51-60,2,Niigata,1
Inc. Dec. Term Life,51-60,2,Osaka,2
Inc. Dec. Term Life,51-60,2,Saitama,1
Inc. Dec. Term Life,51-60,2,Shimane,1
Inc. Dec. Term Life,51-60,2,Tochigi,1
Inc. Dec. Term Life,51-60,2,Tokyo,2
Inc. Dec. Term Life,51-60,2,Yamaguchi,1
Inc. Dec. Term Life,51-60,2,Yamanashi,1
Inc. Dec. Term Life,61-64,1,Aichi,6
Inc. Dec. Term Life,61-64,1,Akita,1
Inc. Dec. Term Life,61-64,1,Chiba,1
Inc. Dec. Term Life,61-64,1,Fukuoka,3
Inc. Dec. Term Life,61-64,1,Fukushima,1
Inc. Dec. Term Life,61-64,1,Gifu,2
Inc. Dec. Term Life,61-64,1,Gunma,2
Inc. Dec. Term Life,61-64,1,Hokkaido,2
Inc. Dec. Term Life,61-64,1,Hyōgo,5
Inc. Dec. Term Life,61-64,1,Ibaraki,3
Inc. Dec. Term Life,61-64,1,Ishikawa,3
Inc. Dec. Term Life,61-64,1,Kagawa,1
Inc. Dec. Term Life,61-64,1,Kanagawa,1
Inc. Dec. Term Life,61-64,1,Kochi,2
Inc. Dec. Term Life,61-64,1,Kumamoto,1
Inc. Dec. Term Life,61-64,1,Kyoto,1
Inc. Dec. Term Life,61-64,1,Miyagi,2
Inc. Dec. Term Life,61-64,1,Nagano,3
Inc. Dec. Term Life,61-64,1,Niigata,1
Inc. Dec. Term Life,61-64,1,Okayama,1
Inc. Dec. Term Life,61-64,1,Osaka,2
Inc. Dec. Term Life,61-64,1,Saitama,3
Inc. Dec. Term Life,61-64,1,Shiga,1
Inc. Dec. Term Life,61-64,1,Shizuoka,1
Inc. Dec. Term Life,61-64,1,Tochigi,3
Inc. Dec. Term Life,61-64,1,Tokyo,4
Inc. Dec. Term Life,61-64,1,Toyama,1
Inc. Dec. Term Life,61-64,1,Yamagata,2
Inc. Dec. Term Life,61-64,2,Aichi,2
Inc. Dec. Term Life,61-64,2,Aomori,1
Inc. Dec. Term Life,61-64,2,Fukuoka,1
Inc. Dec. Term Life,61-64,2,Hiroshima,1
Inc. Dec. Term Life,61-64,2,Kagawa,2
Inc. Dec. Term Life,61-64,2,Kochi,1
Inc. Dec. Term Life,greater than 64,1,Aichi,3
Inc. Dec. Term Life,greater than 64,1,Fukuoka,2
Inc. Dec. Term Life,greater than 64,1,Gunma,1
Inc. Dec. Term Life,greater than 64,1,Hiroshima,2
Inc. Dec. Term Life,greater than 64,1,Hokkaido,2
Inc. Dec. Term Life,greater than 64,1,Kagawa,1
Inc. Dec. Term Life,greater than 64,1,Kanagawa,1
Inc. Dec. Term Life,greater than 64,1,Nagano,1
Inc. Dec. Term Life,greater than 64,1,Okayama,1
Inc. Dec. Term Life,greater than 64,1,Osaka,2
Inc. Dec. Term Life,greater than 64,1,Saga,1
Inc. Dec. Term Life,greater than 64,1,Saitama,1
Inc. Dec. Term Life,greater than 64,1,Shimane,1
Inc. Dec. Term Life,greater than 64,1,Shizuoka,1
Inc. Dec. Term Life,greater than 64,1,Tokyo,14
Inc. Dec. Term Life,greater than 64,1,Toyama,1
Inc. Dec. Term Life,greater than 64,2,Kagawa,1
Inc. Dec. Term Life,greater than 64,2,Miyazaki,1
Inc. Dec. Term Life,greater than 64,2,Shiga,1
Inc. Dec. Term Life,greater than 64,2,Tokushima,1
Injury,18-22,1,Hyōgo,1
Injury,23-30,1,Gunma,1
Injury,23-30,1,Ibaraki,1
Injury,23-30,1,Niigata,1
Injury,23-30,1,Shizuoka,1
Injury,23-30,1,Tochigi,1
Injury,23-30,1,Tokushima,1
Injury,23-30,1,Tokyo,1
Injury,23-30,1,Toyama,1
Injury,23-30,1,Yamanashi,1
Injury,23-30,2,Osaka,1
Injury,31-40,1,Aichi,1
Injury,31-40,1,Aomori,1
Injury,31-40,1,Fukushima,1
Injury,31-40,1,Hiroshima,1
Injury,31-40,1,Hokkaido,2
Injury,31-40,1,Kagoshima,1
Injury,31-40,1,Kumamoto,1
Injury,31-40,1,Osaka,2
Injury,31-40,1,Saitama,1
Injury,31-40,1,Tochigi,1
Injury,31-40,1,Tokyo,1
Injury,31-40,1,Yamaguchi,1
Injury,31-40,2,Tochigi,1
Injury,41-50,1,Aichi,5
Injury,41-50,1,Akita,2
Injury,41-50,1,Aomori,2
Injury,41-50,1,Fukui,1
Injury,41-50,1,Fukuoka,2
Injury,41-50,1,Fukushima,1
Injury,41-50,1,Hyōgo,1
Injury,41-50,1,Ibaraki,1
Injury,41-50,1,Kagoshima,1
Injury,41-50,1,Kanagawa,2
Injury,41-50,1,Kyoto,1
Injury,41-50,1,Mie,1
Injury,41-50,1,Miyagi,2
Injury,41-50,1,Miyazaki,1
Injury,41-50,1,Nagano,1
Injury,41-50,1,Niigata,3
Injury,41-50,1,Okinawa,1
Injury,41-50,1,Osaka,1
Injury,41-50,1,Saitama,2
Injury,41-50,1,Shiga,1
Injury,41-50,1,Shizuoka,1
Injury,41-50,1,Tochigi,1
Injury,41-50,1,Tokyo,3
Injury,41-50,1,Toyama,1
Injury,41-50,1,Wakayama,1
Injury,41-50,1,Yamaguchi,1
Injury,41-50,2,Fukuoka,1
Injury,41-50,2,Kyoto,1
Injury,41-50,2,Miyagi,2
Injury,41-50,2,Saitama,1
Injury,41-50,2,Tochigi,1
Injury,51-60,1,Akita,1
Injury,51-60,1,Ehime,2
Injury,51-60,1,Fukui,2
Injury,51-60,1,Fukuoka,3
Injury,51-60,1,Fukushima,1
Injury,51-60,1,Gifu,1
Injury,51-60,1,Gunma,2
Injury,51-60,1,Hiroshima,2
Injury,51-60,1,Hokkaido,2
Injury,51-60,1,Hyōgo,3
Injury,51-60,1,Ibaraki,6
Injury,51-60,1,Kagoshima,2
Injury,51-60,1,Kanagawa,1
Injury,51-60,1,Kumamoto,2
Injury,51-60,1,Miyagi,3
Injury,51-60,1,Miyazaki,3
Injury,51-60,1,Nara,1
Injury,51-60,1,Niigata,2
Injury,51-60,1,Okayama,1
Injury,51-60,1,Osaka,2
Injury,51-60,1,Saitama,1
Injury,51-60,1,Shiga,3
Injury,51-60,1,Shizuoka,1
Injury,51-60,1,Tochigi,4
Injury,51-60,1,Tokushima,1
Injury,51-60,1,Tokyo,9
Injury,51-60,1,Toyama,2
Injury,51-60,1,Wakayama,1
Injury,51-60,1,Yamagata,1
Injury,51-60,1,Yamaguchi,3
Injury,51-60,2,Aomori,1
Injury,51-60,2,Fukuoka,1
Injury,51-60,2,Fukushima,1
Injury,51-60,2,Osaka,4
Injury,51-60,2,Shizuoka,1
Injury,51-60,2,Toyama,1
Injury,61-64,1,Akita,1
Injury,61-64,1,Chiba,1
Injury,61-64,1,Gunma,1
Injury,61-64,1,Hokkaido,2
Injury,61-64,1,Nagano,1
Injury,61-64,1,Niigata,1
Injury,61-64,1,Osaka,6
Injury,61-64,1,Tokyo,5
Injury,61-64,1,Toyama,1
Injury,61-64,2,Hokkaido,1
Injury,61-64,2,Okayama,1
Injury,61-64,2,Shizuoka,1
Injury,greater than 64,1,Aichi,1
Injury,greater than 64,1,Akita,1
Injury,greater than 64,1,Chiba,2
Injury,greater than 64,1,Gunma,1
Injury,greater than 64,1,Hyōgo,1
Injury,greater than 64,1,Ibaraki,1
Injury,greater than 64,1,Kagoshima,1
Injury,greater than 64,1,Kanagawa,2
Injury,greater than 64,1,Nagano,2
Injury,greater than 64,1,Okayama,1
Injury,greater than 64,1,Osaka,2
Injury,greater than 64,1,Shizuoka,1
Injury,greater than 64,1,Tochigi,2
Injury,greater than 64,1,Tokyo,3
Injury,greater than 64,1,Toyama,1
Injury,greater than 64,2,Akita,1
Injury,greater than 64,2,Ibaraki,1
Injury,greater than 64,2,Kanagawa,1
Injury,greater than 64,2,Nagano,1
Injury,greater than 64,2,Osaka,1
Joint life,18-22,2,Kagoshima,1
Joint life,23-30,1,Gifu,1
Joint life,23-30,1,Hyōgo,1
Joint life,23-30,1,Nara,1
Joint life,23-30,1,Shizuoka,1
Joint life,23-30,1,Tokyo,1
Joint life,31-40,1,Aichi,2
Joint life,31-40,1,Akita,1
Joint life,31-40,1,Ehime,1
Joint life,31-40,1,Fukuoka,2
Joint life,31-40,1,Gunma,2
Joint life,31-40,1,Hiroshima,3
Joint life,31-40,1,Ishikawa,1
Joint life,31-40,1,Kagawa,1
Joint life,31-40,1,Kanagawa,2
Joint life,31-40,1,Kyoto,1
Joint life,31-40,1,Miyagi,1
Joint life,31-40,1,Miyazaki,1
Joint life,31-40,1,Nagano,3
Joint life,31-40,1,Okayama,4
Joint life,31-40,1,Saitama,1
Joint life,31-40,1,Shizuoka,5
Joint life,31-40,1,Tokyo,4
Joint life,31-40,1,Toyama,1
Joint life,31-40,1,Yamagata,1
Joint life,31-40,1,Yamaguchi,1
Joint life,31-40,1,Yamanashi,1
Joint life,31-40,2,Hiroshima,1
Joint life,31-40,2,Nagano,1
Joint life,31-40,2,Niigata,1
Joint life,41-50,1,Aichi,4
Joint life,41-50,1,Chiba,2
Joint life,41-50,1,Ehime,1
Joint life,41-50,1,Fukui,1
Joint life,41-50,1,Fukuoka,1
Joint life,41-50,1,Fukushima,1
Joint life,41-50,1,Gifu,1
Joint life,41-50,1,Gunma,2
Joint life,41-50,1,Hiroshima,3
Joint life,41-50,1,Kagoshima,1
Joint life,41-50,1,Kanagawa,7
Joint life,41-50,1,Kyoto,2
Joint life,41-50,1,Nagano,1
Joint life,41-50,1,Nara,6
Joint life,41-50,1,Okayama,3
Joint life,41-50,1,Osaka,1
Joint life,41-50,1,Saitama,4
Joint life,41-50,1,Shizuoka,5
Joint life,41-50,1,Tokyo,7
Joint life,41-50,1,Yamaguchi,1
Joint life,41-50,2,Akita,1
Joint life,41-50,2,Hiroshima,1
Joint life,41-50,2,Nagano,1
Joint life,41-50,2,Saitama,4
Joint life,41-50,2,Tokyo,1
Joint life,41-50,2,Yamaguchi,1
Joint life,51-60,1,Aichi,2
Joint life,51-60,1,Akita,1
Joint life,51-60,1,Chiba,2
Joint life,51-60,1,Ehime,2
Joint life,51-60,1,Fukushima,1
Joint life,51-60,1,Gifu,1
Joint life,51-60,1,Gunma,3
Joint life,51-60,1,Hiroshima,3
Joint life,51-60,1,Hyōgo,1
Joint life,51-60,1,Ibaraki,1
Joint life,51-60,1,Ishikawa,1
Joint life,51-60,1,Kagawa,2
Joint life,51-60,1,Kanagawa,4
Joint life,51-60,1,Miyagi,2
Joint life,51-60,1,Nagano,2
Joint life,51-60,1,Nara,3
Joint life,51-60,1,Niigata,1
Joint life,51-60,1,Okayama,3
Joint life,51-60,1,Osaka,3
Joint life,51-60,1,Saitama,2
Joint life,51-60,1,Shizuoka,4
Joint life,51-60,1,Tokyo,8
Joint life,51-60,1,Toyama,1
Joint life,51-60,1,Yamagata,2
Joint life,51-60,1,Yamaguchi,4
Joint life,51-60,2,Hiroshima,2
Joint life,51-60,2,Nagano,1
Joint life,51-60,2,Osaka,1
Joint life,51-60,2,Tokyo,1
Joint life,51-60,2,Yamagata,2
Joint life,61-64,1,Tokyo,4
Joint life,61-64,2,Shizuoka,2
Joint life,61-64,2,Tokyo,1
Joint life,greater than 64,1,Hiroshima,1
Joint life,greater than 64,1,Ibaraki,1
Joint life,greater than 64,1,Kanagawa,2
Joint life,greater than 64,1,Miyagi,1
Joint life,greater than 64,1,Miyazaki,1
Joint life,greater than 64,1,Nara,1
Joint life,greater than 64,1,Tokyo,1
Joint life,greater than 64,2,Akita,1
Joint life,greater than 64,2,Kanagawa,2
Joint life,greater than 64,2,Tokyo,1
Joint life(Flexible),23-30,1,Chiba,1
Joint life(Flexible),31-40,1,Chiba,1
Joint life(Flexible),31-40,1,Ibaraki,1
Joint life(Flexible),31-40,1,Osaka,3
Joint life(Flexible),31-40,1,Saitama,1
Joint life(Flexible),31-40,1,Shizuoka,1
Joint life(Flexible),31-40,2,Ibaraki,1
Joint life(Flexible),41-50,1,Aichi,1
Joint life(Flexible),41-50,1,Fukuoka,1
Joint life(Flexible),41-50,1,Hiroshima,1
Joint life(Flexible),41-50,1,Hokkaido,1
Joint life(Flexible),41-50,1,Kumamoto,1
Joint life(Flexible),41-50,1,Miyagi,1
Joint life(Flexible),41-50,1,Okayama,1
Joint life(Flexible),41-50,1,Osaka,1
Joint life(Flexible),41-50,1,Tottori,1
Joint life(Flexible),41-50,1,Toyama,1
Joint life(Flexible),41-50,1,Yamaguchi,1
Joint life(Flexible),41-50,2,Miyazaki,1
Joint life(Flexible),41-50,2,Tokyo,1
Joint life(Flexible),51-60,1,Chiba,1
Joint life(Flexible),51-60,1,Ibaraki,1
Joint life(Flexible),51-60,1,Kanagawa,4
Joint life(Flexible),51-60,1,Kyoto,3
Joint life(Flexible),51-60,1,Okayama,1
Joint life(Flexible),51-60,1,Osaka,1
Joint life(Flexible),51-60,1,Saitama,1
Joint life(Flexible),51-60,1,Tokyo,1
Joint life(Flexible),51-60,1,Yamaguchi,1
Joint life(Flexible),51-60,2,Aomori,1
Joint life(Flexible),51-60,2,Shizuoka,1
Joint life(Flexible),61-64,1,Hyōgo,1
Joint life(Flexible),61-64,1,Kagawa,1
Joint life(Flexible),61-64,1,Miyagi,1
Joint life(Flexible),61-64,1,Yamaguchi,1
Joint life(Flexible),61-64,2,Fukuoka,1
Joint life(Flexible),61-64,2,Miyazaki,1
Joint life(Flexible),61-64,2,Tokyo,1
Joint life(Flexible),greater than 64,1,Gunma,2
Joint life(Flexible),greater than 64,1,Kyoto,1
Joint life(Flexible),greater than 64,1,Shizuoka,1
Joint life(Flexible),greater than 64,1,Tokyo,2
Medical,18-22,1,Aichi,7
Medical,18-22,1,Akita,1
Medical,18-22,1,Aomori,7
Medical,18-22,1,Chiba,5
Medical,18-22,1,Ehime,1
Medical,18-22,1,Fukui,1
Medical,18-22,1,Fukuoka,16
Medical,18-22,1,Fukushima,2
Medical,18-22,1,Gunma,5
Medical,18-22,1,Hiroshima,5
Medical,18-22,1,Hokkaido,9
Medical,18-22,1,Hyōgo,6
Medical,18-22,1,Ibaraki,6
Medical,18-22,1,Ishikawa,1
Medical,18-22,1,Kagawa,3
Medical,18-22,1,Kagoshima,3
Medical,18-22,1,Kanagawa,10
Medical,18-22,1,Kochi,1
Medical,18-22,1,Kumamoto,6
Medical,18-22,1,Kyoto,4
Medical,18-22,1,Mie,5
Medical,18-22,1,Miyagi,1
Medical,18-22,1,Miyazaki,3
Medical,18-22,1,Nagano,3
Medical,18-22,1,Naoasaki,3
Medical,18-22,1,Nara,4
Medical,18-22,1,Niigata,1
Medical,18-22,1,Oita,4
Medical,18-22,1,Okayama,4
Medical,18-22,1,Okinawa,1
Medical,18-22,1,Osaka,10
Medical,18-22,1,Saga,1
Medical,18-22,1,Saitama,5
Medical,18-22,1,Shiga,3
Medical,18-22,1,Shimane,1
Medical,18-22,1,Shizuoka,7
Medical,18-22,1,Tochigi,4
Medical,18-22,1,Tokushima,2
Medical,18-22,1,Tokyo,15
Medical,18-22,1,Toyama,1
Medical,18-22,1,Wakayama,2
Medical,18-22,1,Yamagata,2
Medical,18-22,1,Yamaguchi,3
Medical,18-22,1,Yamanashi,1
Medical,18-22,2,Aichi,9
Medical,18-22,2,Chiba,3
Medical,18-22,2,Fukui,2
Medical,18-22,2,Fukuoka,3
Medical,18-22,2,Fukushima,4
Medical,18-22,2,Gifu,2
Medical,18-22,2,Hiroshima,2
Medical,18-22,2,Hokkaido,8
Medical,18-22,2,Hyōgo,3
Medical,18-22,2,Kagawa,2
Medical,18-22,2,Kanagawa,12
Medical,18-22,2,Kumamoto,2
Medical,18-22,2,Mie,3
Medical,18-22,2,Miyagi,1
Medical,18-22,2,Nagano,3
Medical,18-22,2,Naoasaki,2
Medical,18-22,2,Niigata,1
Medical,18-22,2,Oita,2
Medical,18-22,2,Okayama,6
Medical,18-22,2,Okinawa,1
Medical,18-22,2,Osaka,6
Medical,18-22,2,Saitama,5
Medical,18-22,2,Shiga,3
Medical,18-22,2,Shizuoka,4
Medical,18-22,2,Tokyo,7
Medical,18-22,2,Tottori,1
Medical,18-22,2,Toyama,3
Medical,18-22,2,Wakayama,2
Medical,18-22,2,Yamagata,1
Medical,18-22,2,Yamaguchi,1
Medical,18-22,2,Yamanashi,1
Medical,23-30,1,Aichi,31
Medical,23-30,1,Akita,6
Medical,23-30,1,Aomori,10
Medical,23-30,1,Chiba,26
Medical,23-30,1,Ehime,14
Medical,23-30,1,Fukui,4
Medical,23-30,1,Fukuoka,31
Medical,23-30,1,Fukushima,11
Medical,23-30,1,Gifu,9
Medical,23-30,1,Gunma,8
Medical,23-30,1,Hiroshima,18
Medical,23-30,1,Hokkaido,31
Medical,23-30,1,Hyōgo,24
Medical,23-30,1,Ibaraki,23
Medical,23-30,1,Ishikawa,3
Medical,23-30,1,Kagawa,5
Medical,23-30,1,Kagoshima,11
Medical,23-30,1,Kanagawa,39
Medical,23-30,1,Kumamoto,10
Medical,23-30,1,Kyoto,9
Medical,23-30,1,Mie,7
Medical,23-30,1,Miyagi,21
Medical,23-30,1,Miyazaki,2
Medical,23-30,1,Nagano,6
Medical,23-30,1,Naoasaki,5
Medical,23-30,1,Nara,8
Medical,23-30,1,Niigata,14
Medical,23-30,1,Oita,7
Medical,23-30,1,Okayama,10
Medical,23-30,1,Okinawa,2
Medical,23-30,1,Osaka,30
Medical,23-30,1,Saga,3
Medical,23-30,1,Saitama,34
Medical,23-30,1,Shiga,5
Medical,23-30,1,Shimane,3
Medical,23-30,1,Shizuoka,19
Medical,23-30,1,Tochigi,5
Medical,23-30,1,Tokushima,5
Medical,23-30,1,Tokyo,81
Medical,23-30,1,Tottori,4
Medical,23-30,1,Toyama,13
