Policy Type Name,a_group,Policyholder'S_Gender,application Channel,detail,application Channel Count
M.I.P,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),440
M.I.P,41-50,2,60,Existing Policyholder,937
M.I.P,41-50,2,70,Group,31
M.I.P,41-50,2,99,Other,364
M.I.P,41-50,2,,,85
M.I.P,51-60,1,10,apply by self,41
M.I.P,51-60,1,20,Introduced by employee,5
M.I.P,51-60,1,25,Introduced by Agency,4
M.I.P,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),230
M.I.P,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),568
M.I.P,51-60,1,60,Existing Policyholder,1963
M.I.P,51-60,1,61,new Policy after Payout benefit,1
M.I.P,51-60,1,70,Group,91
M.I.P,51-60,1,99,Other,596
M.I.P,51-60,1,,,124
M.I.P,51-60,2,10,apply by self,6
M.I.P,51-60,2,20,Introduced by employee,2
M.I.P,51-60,2,25,Introduced by Agency,2
M.I.P,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),46
M.I.P,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),145
M.I.P,51-60,2,60,Existing Policyholder,398
M.I.P,51-60,2,70,Group,11
M.I.P,51-60,2,99,Other,79
M.I.P,51-60,2,,,14
M.I.P,61-64,1,10,apply by self,2
M.I.P,61-64,1,20,Introduced by employee,1
M.I.P,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),11
M.I.P,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),68
M.I.P,61-64,1,60,Existing Policyholder,161
M.I.P,61-64,1,70,Group,9
M.I.P,61-64,1,99,Other,36
M.I.P,61-64,1,,,5
M.I.P,61-64,2,10,apply by self,1
M.I.P,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),7
M.I.P,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),19
M.I.P,61-64,2,60,Existing Policyholder,54
M.I.P,61-64,2,70,Group,2
M.I.P,61-64,2,99,Other,9
M.I.P,61-64,2,,,2
M.I.P,greater than 64,1,10,apply by self,2
M.I.P,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),9
M.I.P,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),16
M.I.P,greater than 64,1,60,Existing Policyholder,107
M.I.P,greater than 64,1,70,Group,5
M.I.P,greater than 64,1,99,Other,18
M.I.P,greater than 64,1,A1,Conversion Policy,1
M.I.P,greater than 64,1,,,2
M.I.P,greater than 64,2,10,apply by self,1
M.I.P,greater than 64,2,20,Introduced by employee,2
M.I.P,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),4
M.I.P,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),15
M.I.P,greater than 64,2,60,Existing Policyholder,48
M.I.P,greater than 64,2,70,Group,1
M.I.P,greater than 64,2,99,Other,5
M.I.P,greater than 64,2,,,1
Nursing care,18-22,1,00,Migrating Special,7
Nursing care,18-22,1,,,3
Nursing care,18-22,2,00,Migrating Special,10
Nursing care,18-22,2,,,5
Nursing care,23-30,1,00,Migrating Special,92
Nursing care,23-30,1,,,18
Nursing care,23-30,2,00,Migrating Special,24
Nursing care,23-30,2,,,3
Nursing care,31-40,1,00,Migrating Special,118
Nursing care,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
Nursing care,31-40,1,60,Existing Policyholder,2
Nursing care,31-40,1,,,23
Nursing care,31-40,2,00,Migrating Special,36
Nursing care,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
Nursing care,31-40,2,,,12
Nursing care,41-50,1,00,Migrating Special,55
Nursing care,41-50,1,60,Existing Policyholder,2
Nursing care,41-50,1,,,33
Nursing care,41-50,2,00,Migrating Special,28
Nursing care,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2
Nursing care,41-50,2,60,Existing Policyholder,1
Nursing care,41-50,2,,,29
Nursing care,51-60,1,00,Migrating Special,36
Nursing care,51-60,1,,,14
Nursing care,51-60,2,00,Migrating Special,31
Nursing care,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
Nursing care,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
Nursing care,51-60,2,60,Existing Policyholder,1
Nursing care,51-60,2,,,34
Nursing care,61-64,1,00,Migrating Special,7
Nursing care,61-64,1,60,Existing Policyholder,2
Nursing care,61-64,1,,,9
Nursing care,61-64,2,00,Migrating Special,5
Nursing care,61-64,2,,,4
Nursing care,greater than 64,1,00,Migrating Special,2
Nursing care,greater than 64,1,,,2
Nursing care,greater than 64,2,,,2
Term life,18-22,1,00,Migrating Special,133
Term life,18-22,1,10,apply by self,7
Term life,18-22,1,25,Introduced by Agency,6
Term life,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),362
Term life,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),165
Term life,18-22,1,60,Existing Policyholder,732
Term life,18-22,1,70,Group,23
Term life,18-22,1,99,Other,65
Term life,18-22,1,,,690
Term life,18-22,2,00,Migrating Special,124
Term life,18-22,2,10,apply by self,5
Term life,18-22,2,20,Introduced by employee,1
Term life,18-22,2,25,Introduced by Agency,4
Term life,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),87
Term life,18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),98
Term life,18-22,2,60,Existing Policyholder,225
Term life,18-22,2,70,Group,8
Term life,18-22,2,99,Other,24
Term life,18-22,2,A1,Conversion Policy,1
Term life,18-22,2,,,467
Term life,23-30,1,00,Migrating Special,651
Term life,23-30,1,10,apply by self,166
Term life,23-30,1,25,Introduced by Agency,58
Term life,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2730
Term life,23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),690
Term life,23-30,1,60,Existing Policyholder,5079
Term life,23-30,1,70,Group,245
Term life,23-30,1,99,Other,978
Term life,23-30,1,A1,Conversion Policy,12
Term life,23-30,1,,,4220
Term life,23-30,2,00,Migrating Special,291
Term life,23-30,2,10,apply by self,61
Term life,23-30,2,20,Introduced by employee,1
Term life,23-30,2,25,Introduced by Agency,6
Term life,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),559
Term life,23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),287
Term life,23-30,2,60,Existing Policyholder,987
Term life,23-30,2,70,Group,58
Term life,23-30,2,99,Other,173
Term life,23-30,2,A1,Conversion Policy,4
Term life,23-30,2,,,1208
Term life,31-40,1,00,Migrating Special,1348
Term life,31-40,1,10,apply by self,438
Term life,31-40,1,20,Introduced by employee,5
Term life,31-40,1,25,Introduced by Agency,85
Term life,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),4053
Term life,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),942
Term life,31-40,1,60,Existing Policyholder,8286
Term life,31-40,1,70,Group,384
Term life,31-40,1,99,Other,1846
Term life,31-40,1,A1,Conversion Policy,52
Term life,31-40,1,,,9197
Term life,31-40,2,00,Migrating Special,472
Term life,31-40,2,10,apply by self,79
Term life,31-40,2,20,Introduced by employee,2
Term life,31-40,2,25,Introduced by Agency,19
Term life,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),744
Term life,31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),416
Term life,31-40,2,60,Existing Policyholder,1914
Term life,31-40,2,70,Group,77
Term life,31-40,2,99,Other,273
Term life,31-40,2,A1,Conversion Policy,7
Term life,31-40,2,,,1929
Term life,31-40,3,,,4
Term life,41-50,0,,,1
Term life,41-50,1,00,Migrating Special,1030
Term life,41-50,1,10,apply by self,364
Term life,41-50,1,20,Introduced by employee,3
Term life,41-50,1,25,Introduced by Agency,54
Term life,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2123
Term life,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),836
Term life,41-50,1,60,Existing Policyholder,6790
Term life,41-50,1,70,Group,275
Term life,41-50,1,99,Other,1318
Term life,41-50,1,A1,Conversion Policy,117
Term life,41-50,1,,,8121
Term life,41-50,2,00,Migrating Special,354
Term life,41-50,2,10,apply by self,60
Term life,41-50,2,20,Introduced by employee,1
Term life,41-50,2,25,Introduced by Agency,17
Term life,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),591
Term life,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),381
Term life,41-50,2,60,Existing Policyholder,1937
Term life,41-50,2,70,Group,54
Term life,41-50,2,99,Other,262
Term life,41-50,2,A1,Conversion Policy,21
Term life,41-50,2,,,2038
Term life,41-50,3,,,1
Term life,51-60,1,00,Migrating Special,537
Term life,51-60,1,10,apply by self,284
Term life,51-60,1,20,Introduced by employee,4
Term life,51-60,1,25,Introduced by Agency,25
Term life,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1123
Term life,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),647
Term life,51-60,1,60,Existing Policyholder,4637
Term life,51-60,1,70,Group,166
Term life,51-60,1,99,Other,784
Term life,51-60,1,A1,Conversion Policy,220
Term life,51-60,1,,,4129
Term life,51-60,2,00,Migrating Special,244
Term life,51-60,2,10,apply by self,25
Term life,51-60,2,25,Introduced by Agency,13
Term life,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),410
Term life,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),345
Term life,51-60,2,60,Existing Policyholder,1705
Term life,51-60,2,70,Group,53
Term life,51-60,2,99,Other,224
Term life,51-60,2,A1,Conversion Policy,23
Term life,51-60,2,,,1113
Term life,51-60,3,,,1
Term life,61-64,1,00,Migrating Special,53
Term life,61-64,1,10,apply by self,8
Term life,61-64,1,25,Introduced by Agency,5
Term life,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),141
Term life,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),124
Term life,61-64,1,60,Existing Policyholder,778
Term life,61-64,1,70,Group,28
Term life,61-64,1,99,Other,166
Term life,61-64,1,A1,Conversion Policy,59
Term life,61-64,1,,,392
Term life,61-64,2,00,Migrating Special,31
Term life,61-64,2,10,apply by self,2
Term life,61-64,2,25,Introduced by Agency,5
Term life,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),73
Term life,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),139
Term life,61-64,2,60,Existing Policyholder,382
Term life,61-64,2,70,Group,16
Term life,61-64,2,99,Other,79
Term life,61-64,2,A1,Conversion Policy,9
Term life,61-64,2,,,169
Term life,greater than 64,1,00,Migrating Special,44
Term life,greater than 64,1,10,apply by self,6
Term life,greater than 64,1,25,Introduced by Agency,1
Term life,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),90
Term life,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),90
Term life,greater than 64,1,60,Existing Policyholder,647
Term life,greater than 64,1,70,Group,43
Term life,greater than 64,1,99,Other,99
Term life,greater than 64,1,A1,Conversion Policy,125
Term life,greater than 64,1,,,382
Term life,greater than 64,2,00,Migrating Special,11
Term life,greater than 64,2,10,apply by self,7
Term life,greater than 64,2,20,Introduced by employee,1
Term life,greater than 64,2,25,Introduced by Agency,7
Term life,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),68
Term life,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),136
Term life,greater than 64,2,60,Existing Policyholder,465
Term life,greater than 64,2,70,Group,17
Term life,greater than 64,2,99,Other,116
Term life,greater than 64,2,A1,Conversion Policy,26
Term life,greater than 64,2,,,184
VL Endowment,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
VL Endowment,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
VL Endowment,18-22,1,A1,Conversion Policy,1
VL Endowment,18-22,1,,,7
VL Endowment,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
VL Endowment,18-22,2,,,9
VL Endowment,23-30,1,10,apply by self,2
VL Endowment,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
VL Endowment,23-30,1,60,Existing Policyholder,9
VL Endowment,23-30,1,99,Other,7
VL Endowment,23-30,1,,,38
VL Endowment,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
VL Endowment,23-30,2,60,Existing Policyholder,4
VL Endowment,23-30,2,,,34
VL Endowment,31-40,1,10,apply by self,3
VL Endowment,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3
VL Endowment,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),3
VL Endowment,31-40,1,60,Existing Policyholder,13
VL Endowment,31-40,1,99,Other,6
VL Endowment,31-40,1,,,170
VL Endowment,31-40,2,10,apply by self,1
VL Endowment,31-40,2,60,Existing Policyholder,6
VL Endowment,31-40,2,,,31
VL Endowment,31-40,3,,,7
VL Endowment,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3
VL Endowment,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),5
VL Endowment,41-50,1,60,Existing Policyholder,12
VL Endowment,41-50,1,99,Other,9
VL Endowment,41-50,1,A1,Conversion Policy,1
VL Endowment,41-50,1,,,66
VL Endowment,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2
VL Endowment,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2
VL Endowment,41-50,2,60,Existing Policyholder,1
VL Endowment,41-50,2,99,Other,1
VL Endowment,41-50,2,A1,Conversion Policy,1
VL Endowment,41-50,2,,,37
VL Endowment,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
VL Endowment,51-60,1,60,Existing Policyholder,14
VL Endowment,51-60,1,A1,Conversion Policy,1
VL Endowment,51-60,1,,,76
VL Endowment,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),6
VL Endowment,51-60,2,99,Other,1
VL Endowment,51-60,2,,,20
VL Endowment,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
VL Endowment,61-64,1,,,26
VL Endowment,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2
VL Endowment,61-64,2,60,Existing Policyholder,3
VL Endowment,61-64,2,,,2
VL Endowment,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
VL Endowment,greater than 64,1,60,Existing Policyholder,2
VL Endowment,greater than 64,1,,,58
VL Endowment,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
VL Endowment,greater than 64,2,,,8
VL Whole life,18-22,1,10,apply by self,2
VL Whole life,18-22,1,25,Introduced by Agency,2
VL Whole life,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),51
VL Whole life,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),22
VL Whole life,18-22,1,60,Existing Policyholder,115
VL Whole life,18-22,1,70,Group,5
VL Whole life,18-22,1,99,Other,17
VL Whole life,18-22,1,,,86
VL Whole life,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),29
VL Whole life,18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),12
VL Whole life,18-22,2,60,Existing Policyholder,52
VL Whole life,18-22,2,70,Group,2
VL Whole life,18-22,2,99,Other,12
VL Whole life,18-22,2,,,40
VL Whole life,23-30,1,10,apply by self,26
VL Whole life,23-30,1,25,Introduced by Agency,12
VL Whole life,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),645
VL Whole life,23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),80
VL Whole life,23-30,1,60,Existing Policyholder,787
VL Whole life,23-30,1,70,Group,46
VL Whole life,23-30,1,99,Other,366
VL Whole life,23-30,1,A1,Conversion Policy,5
VL Whole life,23-30,1,,,306
VL Whole life,23-30,2,10,apply by self,3
VL Whole life,23-30,2,25,Introduced by Agency,3
VL Whole life,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),241
VL Whole life,23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),78
VL Whole life,23-30,2,60,Existing Policyholder,313
VL Whole life,23-30,2,70,Group,11
VL Whole life,23-30,2,99,Other,108
VL Whole life,23-30,2,,,115
VL Whole life,31-40,1,10,apply by self,54
VL Whole life,31-40,1,25,Introduced by Agency,21
VL Whole life,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),784
VL Whole life,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),98
VL Whole life,31-40,1,60,Existing Policyholder,1090
VL Whole life,31-40,1,70,Group,55
VL Whole life,31-40,1,99,Other,398
VL Whole life,31-40,1,A1,Conversion Policy,8
VL Whole life,31-40,1,,,385
VL Whole life,31-40,2,10,apply by self,5
VL Whole life,31-40,2,25,Introduced by Agency,10
VL Whole life,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),198
VL Whole life,31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),104
VL Whole life,31-40,2,60,Existing Policyholder,407
VL Whole life,31-40,2,70,Group,8
VL Whole life,31-40,2,99,Other,83
VL Whole life,31-40,2,A1,Conversion Policy,1
VL Whole life,31-40,2,,,121
VL Whole life,41-50,1,10,apply by self,16
VL Whole life,41-50,1,25,Introduced by Agency,8
VL Whole life,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),261
VL Whole life,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),74
VL Whole life,41-50,1,60,Existing Policyholder,597
VL Whole life,41-50,1,70,Group,29
VL Whole life,41-50,1,99,Other,158
VL Whole life,41-50,1,A1,Conversion Policy,10
VL Whole life,41-50,1,,,237
VL Whole life,41-50,2,10,apply by self,8
VL Whole life,41-50,2,25,Introduced by Agency,4
VL Whole life,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),121
VL Whole life,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),47
VL Whole life,41-50,2,60,Existing Policyholder,291
VL Whole life,41-50,2,70,Group,5
VL Whole life,41-50,2,99,Other,65
VL Whole life,41-50,2,A1,Conversion Policy,1
VL Whole life,41-50,2,,,110
VL Whole life,51-60,1,10,apply by self,4
VL Whole life,51-60,1,25,Introduced by Agency,4
VL Whole life,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),111
VL Whole life,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),40
VL Whole life,51-60,1,60,Existing Policyholder,341
VL Whole life,51-60,1,70,Group,16
VL Whole life,51-60,1,99,Other,61
VL Whole life,51-60,1,,,63
VL Whole life,51-60,2,25,Introduced by Agency,2
VL Whole life,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),81
VL Whole life,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),32
VL Whole life,51-60,2,60,Existing Policyholder,222
VL Whole life,51-60,2,70,Group,5
VL Whole life,51-60,2,99,Other,70
VL Whole life,51-60,2,,,68
VL Whole life,61-64,1,25,Introduced by Agency,2
VL Whole life,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),14
VL Whole life,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),9
VL Whole life,61-64,1,60,Existing Policyholder,39
VL Whole life,61-64,1,99,Other,15
VL Whole life,61-64,1,,,14
VL Whole life,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),19
VL Whole life,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),9
VL Whole life,61-64,2,60,Existing Policyholder,47
VL Whole life,61-64,2,70,Group,1
VL Whole life,61-64,2,99,Other,9
VL Whole life,61-64,2,,,21
VL Whole life,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),15
VL Whole life,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),11
VL Whole life,greater than 64,1,60,Existing Policyholder,44
VL Whole life,greater than 64,1,70,Group,3
VL Whole life,greater than 64,1,99,Other,10
VL Whole life,greater than 64,1,A1,Conversion Policy,4
VL Whole life,greater than 64,1,,,45
VL Whole life,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),25
VL Whole life,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),12
VL Whole life,greater than 64,2,60,Existing Policyholder,84
VL Whole life,greater than 64,2,70,Group,3
VL Whole life,greater than 64,2,99,Other,14
VL Whole life,greater than 64,2,A1,Conversion Policy,2
VL Whole life,greater than 64,2,,,28
Whole life,18-22,1,00,Migrating Special,235
Whole life,18-22,1,10,apply by self,25
Whole life,18-22,1,20,Introduced by employee,6
Whole life,18-22,1,22,,1
Whole life,18-22,1,25,Introduced by Agency,30
Whole life,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1107
Whole life,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1016
Whole life,18-22,1,60,Existing Policyholder,2854
Whole life,18-22,1,70,Group,205
Whole life,18-22,1,99,Other,400
Whole life,18-22,1,A1,Conversion Policy,1
Whole life,18-22,1,,,3843
Whole life,18-22,2,00,Migrating Special,151
Whole life,18-22,2,10,apply by self,6
Whole life,18-22,2,20,Introduced by employee,3
Whole life,18-22,2,25,Introduced by Agency,14
Whole life,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),690
Whole life,18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),671
Whole life,18-22,2,60,Existing Policyholder,1649
Whole life,18-22,2,70,Group,77
Whole life,18-22,2,99,Other,303
Whole life,18-22,2,A1,Conversion Policy,2
Whole life,18-22,2,,,2218
Whole life,23-30,1,00,Migrating Special,694
Whole life,23-30,1,10,apply by self,166
Whole life,23-30,1,20,Introduced by employee,26
Whole life,23-30,1,25,Introduced by Agency,165
Whole life,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),6801
Whole life,23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),4566
Whole life,23-30,1,60,Existing Policyholder,11576
Whole life,23-30,1,61,new Policy after Payout benefit,1
Whole life,23-30,1,70,Group,874
Whole life,23-30,1,99,Other,3040
Whole life,23-30,1,A1,Conversion Policy,7
Whole life,23-30,1,,,11885
Whole life,23-30,2,00,Migrating Special,292
Whole life,23-30,2,10,apply by self,76
Whole life,23-30,2,20,Introduced by employee,15
Whole life,23-30,2,25,Introduced by Agency,60
Whole life,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2780
Whole life,23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2418
Whole life,23-30,2,60,Existing Policyholder,5119
Whole life,23-30,2,70,Group,261
Whole life,23-30,2,99,Other,1656
Whole life,23-30,2,A1,Conversion Policy,2
Whole life,23-30,2,AI,,1
Whole life,23-30,2,,,4861
Whole life,31-40,1,00,Migrating Special,898
Whole life,31-40,1,10,apply by self,217
Whole life,31-40,1,20,Introduced by employee,31
Whole life,31-40,1,25,Introduced by Agency,146
Whole life,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),6182
Whole life,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),4435
Whole life,31-40,1,50,Visit (Fist time Visit),1
Whole life,31-40,1,60,Existing Policyholder,14132
Whole life,31-40,1,70,Group,753
Whole life,31-40,1,99,Other,3642
Whole life,31-40,1,A1,Conversion Policy,42
Whole life,31-40,1,,,11772
Whole life,31-40,2,00,Migrating Special,408
Whole life,31-40,2,10,apply by self,57
Whole life,31-40,2,20,Introduced by employee,13
Whole life,31-40,2,25,Introduced by Agency,75
Whole life,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2546
Whole life,31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2626
Whole life,31-40,2,60,Existing Policyholder,6585
Whole life,31-40,2,70,Group,312
Whole life,31-40,2,99,Other,1946
Whole life,31-40,2,A1,Conversion Policy,12
Whole life,31-40,2,,,4277
Whole life,31-40,3,60,Existing Policyholder,1
Whole life,31-40,3,,,1
Whole life,41-50,1,00,Migrating Special,580
Whole life,41-50,1,10,apply by self,144
Whole life,41-50,1,20,Introduced by employee,6
Whole life,41-50,1,25,Introduced by Agency,77
Whole life,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2950
Whole life,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2330
Whole life,41-50,1,60,Existing Policyholder,9799
Whole life,41-50,1,70,Group,474
Whole life,41-50,1,99,Other,2045
Whole life,41-50,1,A1,Conversion Policy,79
Whole life,41-50,1,,,8179
Whole life,41-50,2,00,Migrating Special,386
Whole life,41-50,2,10,apply by self,62
Whole life,41-50,2,20,Introduced by employee,11
Whole life,41-50,2,25,Introduced by Agency,33
Whole life,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1831
Whole life,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1743
Whole life,41-50,2,60,Existing Policyholder,5870
Whole life,41-50,2,70,Group,324
Whole life,41-50,2,99,Other,1596
Whole life,41-50,2,A1,Conversion Policy,12
Whole life,41-50,2,,,4377
Whole life,41-50,3,60,Existing Policyholder,2
Whole life,51-60,1,00,Migrating Special,273
Whole life,51-60,1,10,apply by self,90
Whole life,51-60,1,20,Introduced by employee,16
Whole life,51-60,1,25,Introduced by Agency,41
Whole life,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1390
Whole life,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1213
Whole life,51-60,1,60,Existing Policyholder,5928
Whole life,51-60,1,70,Group,312
Whole life,51-60,1,99,Other,1132
Whole life,51-60,1,A1,Conversion Policy,119
Whole life,51-60,1,,,3086
Whole life,51-60,2,00,Migrating Special,232
Whole life,51-60,2,10,apply by self,66
Whole life,51-60,2,20,Introduced by employee,7
Whole life,51-60,2,25,Introduced by Agency,40
Whole life,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1222
