Policy Type Name,a_group,Policyholder'S_Gender,perfecture_name,address Count
M.I.P,41-50,1,Tokyo,1258
M.I.P,41-50,1,Tottori,56
M.I.P,41-50,1,Toyama,109
M.I.P,41-50,1,Wakayama,81
M.I.P,41-50,1,Yamagata,89
M.I.P,41-50,1,Yamaguchi,190
M.I.P,41-50,1,Yamanashi,70
M.I.P,41-50,2,Aichi,97
M.I.P,41-50,2,Akita,19
M.I.P,41-50,2,Aomori,16
M.I.P,41-50,2,Chiba,69
M.I.P,41-50,2,Ehime,38
M.I.P,41-50,2,Fukui,26
M.I.P,41-50,2,Fukuoka,141
M.I.P,41-50,2,Fukushima,30
M.I.P,41-50,2,Gifu,23
M.I.P,41-50,2,Gunma,36
M.I.P,41-50,2,Hiroshima,58
M.I.P,41-50,2,Hokkaido,101
M.I.P,41-50,2,Hyōgo,71
M.I.P,41-50,2,Ibaraki,48
M.I.P,41-50,2,Ishikawa,33
M.I.P,41-50,2,Kagawa,30
M.I.P,41-50,2,Kagoshima,35
M.I.P,41-50,2,Kanagawa,106
M.I.P,41-50,2,Kochi,25
M.I.P,41-50,2,Kumamoto,73
M.I.P,41-50,2,Kyoto,25
M.I.P,41-50,2,Mie,15
M.I.P,41-50,2,Miyagi,40
M.I.P,41-50,2,Miyazaki,33
M.I.P,41-50,2,Nagano,47
M.I.P,41-50,2,Naoasaki,24
M.I.P,41-50,2,Nara,12
M.I.P,41-50,2,Niigata,38
M.I.P,41-50,2,Oita,29
M.I.P,41-50,2,Okayama,40
M.I.P,41-50,2,Okinawa,14
M.I.P,41-50,2,Osaka,117
M.I.P,41-50,2,Saga,17
M.I.P,41-50,2,Saitama,66
M.I.P,41-50,2,Shiga,17
M.I.P,41-50,2,Shimane,7
M.I.P,41-50,2,Shizuoka,59
M.I.P,41-50,2,Tochigi,18
M.I.P,41-50,2,Tokushima,17
M.I.P,41-50,2,Tokyo,171
M.I.P,41-50,2,Tottori,15
M.I.P,41-50,2,Toyama,29
M.I.P,41-50,2,Wakayama,9
M.I.P,41-50,2,Yamagata,32
M.I.P,41-50,2,Yamaguchi,35
M.I.P,41-50,2,Yamanashi,14
M.I.P,51-60,1,Aichi,153
M.I.P,51-60,1,Akita,21
M.I.P,51-60,1,Aomori,23
M.I.P,51-60,1,Chiba,102
M.I.P,51-60,1,Ehime,77
M.I.P,51-60,1,Fukui,30
M.I.P,51-60,1,Fukuoka,263
M.I.P,51-60,1,Fukushima,30
M.I.P,51-60,1,Gifu,48
M.I.P,51-60,1,Gunma,54
M.I.P,51-60,1,Hiroshima,103
M.I.P,51-60,1,Hokkaido,189
M.I.P,51-60,1,Hyōgo,167
M.I.P,51-60,1,Ibaraki,63
M.I.P,51-60,1,Ishikawa,48
M.I.P,51-60,1,Kagawa,42
M.I.P,51-60,1,Kagoshima,85
M.I.P,51-60,1,Kanagawa,227
M.I.P,51-60,1,Kochi,28
M.I.P,51-60,1,Kumamoto,83
M.I.P,51-60,1,Kyoto,74
M.I.P,51-60,1,Mie,42
M.I.P,51-60,1,Miyagi,64
M.I.P,51-60,1,Miyazaki,51
M.I.P,51-60,1,Nagano,88
M.I.P,51-60,1,Naoasaki,41
M.I.P,51-60,1,Nara,36
M.I.P,51-60,1,Niigata,73
M.I.P,51-60,1,Oita,28
M.I.P,51-60,1,Okayama,70
M.I.P,51-60,1,Okinawa,10
M.I.P,51-60,1,Osaka,215
M.I.P,51-60,1,Saga,26
M.I.P,51-60,1,Saitama,185
M.I.P,51-60,1,Shiga,50
M.I.P,51-60,1,Shimane,15
M.I.P,51-60,1,Shizuoka,117
M.I.P,51-60,1,Tochigi,47
M.I.P,51-60,1,Tokushima,22
M.I.P,51-60,1,Tokyo,353
M.I.P,51-60,1,Tottori,18
M.I.P,51-60,1,Toyama,32
M.I.P,51-60,1,Wakayama,24
M.I.P,51-60,1,Yamagata,31
M.I.P,51-60,1,Yamaguchi,54
M.I.P,51-60,1,Yamanashi,21
M.I.P,51-60,2,Aichi,34
M.I.P,51-60,2,Akita,6
M.I.P,51-60,2,Aomori,11
M.I.P,51-60,2,Chiba,28
M.I.P,51-60,2,Ehime,7
M.I.P,51-60,2,Fukui,5
M.I.P,51-60,2,Fukuoka,52
M.I.P,51-60,2,Fukushima,7
M.I.P,51-60,2,Gifu,4
M.I.P,51-60,2,Gunma,16
M.I.P,51-60,2,Hiroshima,20
M.I.P,51-60,2,Hokkaido,37
M.I.P,51-60,2,Hyōgo,18
M.I.P,51-60,2,Ibaraki,23
M.I.P,51-60,2,Ishikawa,8
M.I.P,51-60,2,Kagawa,13
M.I.P,51-60,2,Kagoshima,13
M.I.P,51-60,2,Kanagawa,23
M.I.P,51-60,2,Kochi,4
M.I.P,51-60,2,Kumamoto,22
M.I.P,51-60,2,Kyoto,11
M.I.P,51-60,2,Mie,7
M.I.P,51-60,2,Miyagi,15
M.I.P,51-60,2,Miyazaki,17
M.I.P,51-60,2,Nagano,23
M.I.P,51-60,2,Naoasaki,8
M.I.P,51-60,2,Nara,9
M.I.P,51-60,2,Niigata,21
M.I.P,51-60,2,Oita,7
M.I.P,51-60,2,Okayama,13
M.I.P,51-60,2,Okinawa,3
M.I.P,51-60,2,Osaka,41
M.I.P,51-60,2,Saga,4
M.I.P,51-60,2,Saitama,13
M.I.P,51-60,2,Shiga,7
M.I.P,51-60,2,Shimane,3
M.I.P,51-60,2,Shizuoka,25
M.I.P,51-60,2,Tochigi,11
M.I.P,51-60,2,Tokushima,3
M.I.P,51-60,2,Tokyo,56
M.I.P,51-60,2,Tottori,10
M.I.P,51-60,2,Toyama,9
M.I.P,51-60,2,Wakayama,7
M.I.P,51-60,2,Yamagata,8
M.I.P,51-60,2,Yamaguchi,15
M.I.P,51-60,2,Yamanashi,6
M.I.P,61-64,1,Aichi,14
M.I.P,61-64,1,Akita,3
M.I.P,61-64,1,Aomori,2
M.I.P,61-64,1,Chiba,10
M.I.P,61-64,1,Ehime,6
M.I.P,61-64,1,Fukui,2
M.I.P,61-64,1,Fukuoka,14
M.I.P,61-64,1,Fukushima,2
M.I.P,61-64,1,Gifu,1
M.I.P,61-64,1,Gunma,5
M.I.P,61-64,1,Hiroshima,8
M.I.P,61-64,1,Hokkaido,15
M.I.P,61-64,1,Hyōgo,12
M.I.P,61-64,1,Ibaraki,4
M.I.P,61-64,1,Ishikawa,3
M.I.P,61-64,1,Kagawa,2
M.I.P,61-64,1,Kagoshima,7
M.I.P,61-64,1,Kanagawa,13
M.I.P,61-64,1,Kochi,2
M.I.P,61-64,1,Kumamoto,6
M.I.P,61-64,1,Kyoto,8
M.I.P,61-64,1,Mie,5
M.I.P,61-64,1,Miyagi,12
M.I.P,61-64,1,Miyazaki,5
M.I.P,61-64,1,Nagano,5
M.I.P,61-64,1,Naoasaki,5
M.I.P,61-64,1,Nara,2
M.I.P,61-64,1,Niigata,4
M.I.P,61-64,1,Oita,4
M.I.P,61-64,1,Okayama,4
M.I.P,61-64,1,Okinawa,1
M.I.P,61-64,1,Osaka,21
M.I.P,61-64,1,Saga,1
M.I.P,61-64,1,Saitama,12
M.I.P,61-64,1,Shimane,3
M.I.P,61-64,1,Shizuoka,7
M.I.P,61-64,1,Tochigi,4
M.I.P,61-64,1,Tokushima,1
M.I.P,61-64,1,Tokyo,41
M.I.P,61-64,1,Tottori,1
M.I.P,61-64,1,Toyama,2
M.I.P,61-64,1,Wakayama,2
M.I.P,61-64,1,Yamagata,5
M.I.P,61-64,1,Yamaguchi,6
M.I.P,61-64,1,Yamanashi,1
M.I.P,61-64,2,Aichi,2
M.I.P,61-64,2,Akita,1
M.I.P,61-64,2,Chiba,2
M.I.P,61-64,2,Ehime,3
M.I.P,61-64,2,Fukuoka,6
M.I.P,61-64,2,Hiroshima,3
M.I.P,61-64,2,Hokkaido,9
M.I.P,61-64,2,Hyōgo,2
M.I.P,61-64,2,Ishikawa,1
M.I.P,61-64,2,Kagawa,1
M.I.P,61-64,2,Kagoshima,3
M.I.P,61-64,2,Kanagawa,3
M.I.P,61-64,2,Kochi,1
M.I.P,61-64,2,Kumamoto,5
M.I.P,61-64,2,Mie,1
M.I.P,61-64,2,Miyagi,2
M.I.P,61-64,2,Miyazaki,1
M.I.P,61-64,2,Nagano,3
M.I.P,61-64,2,Nara,1
M.I.P,61-64,2,Niigata,2
M.I.P,61-64,2,Oita,5
M.I.P,61-64,2,Okayama,6
M.I.P,61-64,2,Osaka,8
M.I.P,61-64,2,Saitama,5
M.I.P,61-64,2,Shizuoka,3
M.I.P,61-64,2,Tochigi,2
M.I.P,61-64,2,Tokushima,1
M.I.P,61-64,2,Tokyo,10
M.I.P,61-64,2,Toyama,1
M.I.P,61-64,2,Yamagata,1
M.I.P,greater than 64,1,Aichi,6
M.I.P,greater than 64,1,Akita,1
M.I.P,greater than 64,1,Chiba,6
M.I.P,greater than 64,1,Ehime,2
M.I.P,greater than 64,1,Fukui,2
M.I.P,greater than 64,1,Fukuoka,12
M.I.P,greater than 64,1,Fukushima,1
M.I.P,greater than 64,1,Gifu,2
M.I.P,greater than 64,1,Hiroshima,5
M.I.P,greater than 64,1,Hokkaido,4
M.I.P,greater than 64,1,Hyōgo,4
M.I.P,greater than 64,1,Ibaraki,2
M.I.P,greater than 64,1,Ishikawa,4
M.I.P,greater than 64,1,Kagoshima,5
M.I.P,greater than 64,1,Kanagawa,8
M.I.P,greater than 64,1,Kumamoto,6
M.I.P,greater than 64,1,Kyoto,3
M.I.P,greater than 64,1,Mie,4
M.I.P,greater than 64,1,Miyagi,4
M.I.P,greater than 64,1,Miyazaki,3
M.I.P,greater than 64,1,Nagano,10
M.I.P,greater than 64,1,Nara,1
M.I.P,greater than 64,1,Niigata,2
M.I.P,greater than 64,1,Oita,3
M.I.P,greater than 64,1,Okayama,2
M.I.P,greater than 64,1,Osaka,13
M.I.P,greater than 64,1,Saitama,5
M.I.P,greater than 64,1,Shiga,1
M.I.P,greater than 64,1,Shizuoka,7
M.I.P,greater than 64,1,Tochigi,3
M.I.P,greater than 64,1,Tokushima,3
M.I.P,greater than 64,1,Tokyo,18
M.I.P,greater than 64,1,Tottori,1
M.I.P,greater than 64,1,Wakayama,1
M.I.P,greater than 64,1,Yamagata,1
M.I.P,greater than 64,1,Yamaguchi,4
M.I.P,greater than 64,1,Yamanashi,1
M.I.P,greater than 64,2,Aichi,2
M.I.P,greater than 64,2,Akita,1
M.I.P,greater than 64,2,Aomori,1
M.I.P,greater than 64,2,Chiba,2
M.I.P,greater than 64,2,Ehime,3
M.I.P,greater than 64,2,Fukuoka,3
M.I.P,greater than 64,2,Gifu,2
M.I.P,greater than 64,2,Gunma,2
M.I.P,greater than 64,2,Hiroshima,2
M.I.P,greater than 64,2,Hokkaido,5
M.I.P,greater than 64,2,Hyōgo,5
M.I.P,greater than 64,2,Ishikawa,2
M.I.P,greater than 64,2,Kagawa,3
M.I.P,greater than 64,2,Kagoshima,3
M.I.P,greater than 64,2,Kanagawa,3
M.I.P,greater than 64,2,Kumamoto,2
M.I.P,greater than 64,2,Kyoto,1
M.I.P,greater than 64,2,Miyazaki,2
M.I.P,greater than 64,2,Nagano,1
M.I.P,greater than 64,2,Nara,1
M.I.P,greater than 64,2,Niigata,5
M.I.P,greater than 64,2,Oita,1
M.I.P,greater than 64,2,Osaka,5
M.I.P,greater than 64,2,Saga,1
M.I.P,greater than 64,2,Saitama,1
M.I.P,greater than 64,2,Shizuoka,1
M.I.P,greater than 64,2,Tochigi,2
M.I.P,greater than 64,2,Tokushima,3
M.I.P,greater than 64,2,Tokyo,7
M.I.P,greater than 64,2,Tottori,1
M.I.P,greater than 64,2,Yamagata,1
M.I.P,greater than 64,2,Yamaguchi,3
Nursing care,18-22,1,Chiba,1
Nursing care,18-22,1,Hokkaido,1
Nursing care,18-22,1,Hyōgo,1
Nursing care,18-22,1,Tokyo,2
Nursing care,18-22,1,Yamagata,5
Nursing care,18-22,2,Aomori,1
Nursing care,18-22,2,Chiba,2
Nursing care,18-22,2,Fukui,1
Nursing care,18-22,2,Fukuoka,1
Nursing care,18-22,2,Hokkaido,1
Nursing care,18-22,2,Ishikawa,1
Nursing care,18-22,2,Kanagawa,2
Nursing care,18-22,2,Miyazaki,1
Nursing care,18-22,2,Tokyo,1
Nursing care,18-22,2,Yamagata,3
Nursing care,18-22,2,Yamaguchi,1
Nursing care,23-30,1,Aichi,4
Nursing care,23-30,1,Aomori,1
Nursing care,23-30,1,Chiba,12
Nursing care,23-30,1,Ehime,2
Nursing care,23-30,1,Fukuoka,2
Nursing care,23-30,1,Hiroshima,3
Nursing care,23-30,1,Hokkaido,3
Nursing care,23-30,1,Hyōgo,3
Nursing care,23-30,1,Ishikawa,1
Nursing care,23-30,1,Kagawa,2
Nursing care,23-30,1,Kagoshima,1
Nursing care,23-30,1,Kanagawa,20
Nursing care,23-30,1,Miyazaki,2
Nursing care,23-30,1,Nagano,1
Nursing care,23-30,1,Niigata,3
Nursing care,23-30,1,Okayama,2
Nursing care,23-30,1,Saga,2
Nursing care,23-30,1,Saitama,11
Nursing care,23-30,1,Shizuoka,3
Nursing care,23-30,1,Tokyo,20
Nursing care,23-30,1,Toyama,1
Nursing care,23-30,1,Wakayama,1
Nursing care,23-30,1,Yamagata,10
Nursing care,23-30,2,Chiba,1
Nursing care,23-30,2,Fukuoka,1
Nursing care,23-30,2,Hiroshima,4
Nursing care,23-30,2,Ishikawa,1
Nursing care,23-30,2,Kanagawa,6
Nursing care,23-30,2,Niigata,1
Nursing care,23-30,2,Saitama,1
Nursing care,23-30,2,Shizuoka,1
Nursing care,23-30,2,Tochigi,1
Nursing care,23-30,2,Tokyo,6
Nursing care,23-30,2,Toyama,1
Nursing care,23-30,2,Yamagata,3
Nursing care,31-40,1,Aichi,1
Nursing care,31-40,1,Akita,3
Nursing care,31-40,1,Aomori,1
Nursing care,31-40,1,Chiba,7
Nursing care,31-40,1,Ehime,1
Nursing care,31-40,1,Fukui,1
Nursing care,31-40,1,Fukuoka,3
Nursing care,31-40,1,Gunma,1
Nursing care,31-40,1,Hiroshima,5
Nursing care,31-40,1,Hokkaido,2
Nursing care,31-40,1,Hyōgo,2
Nursing care,31-40,1,Ishikawa,7
Nursing care,31-40,1,Kagoshima,4
Nursing care,31-40,1,Kanagawa,20
Nursing care,31-40,1,Kumamoto,1
Nursing care,31-40,1,Mie,2
Nursing care,31-40,1,Miyazaki,7
Nursing care,31-40,1,Nagano,1
Nursing care,31-40,1,Nara,1
Nursing care,31-40,1,Okayama,2
Nursing care,31-40,1,Osaka,4
Nursing care,31-40,1,Saga,1
Nursing care,31-40,1,Saitama,13
Nursing care,31-40,1,Shiga,1
Nursing care,31-40,1,Shizuoka,5
Nursing care,31-40,1,Tokyo,31
Nursing care,31-40,1,Toyama,3
Nursing care,31-40,1,Yamagata,14
Nursing care,31-40,2,Aichi,2
Nursing care,31-40,2,Chiba,2
Nursing care,31-40,2,Fukuoka,1
Nursing care,31-40,2,Hiroshima,1
Nursing care,31-40,2,Hokkaido,1
Nursing care,31-40,2,Hyōgo,2
Nursing care,31-40,2,Ishikawa,1
Nursing care,31-40,2,Kanagawa,7
Nursing care,31-40,2,Mie,1
Nursing care,31-40,2,Miyazaki,2
Nursing care,31-40,2,Okayama,1
Nursing care,31-40,2,Saitama,15
Nursing care,31-40,2,Shiga,1
Nursing care,31-40,2,Shizuoka,2
Nursing care,31-40,2,Tochigi,1
Nursing care,31-40,2,Tokyo,4
Nursing care,31-40,2,Toyama,2
Nursing care,31-40,2,Yamagata,2
Nursing care,31-40,2,Yamanashi,1
Nursing care,41-50,1,Akita,1
Nursing care,41-50,1,Chiba,2
Nursing care,41-50,1,Fukui,2
Nursing care,41-50,1,Fukuoka,4
Nursing care,41-50,1,Gifu,3
Nursing care,41-50,1,Hiroshima,3
Nursing care,41-50,1,Hokkaido,1
Nursing care,41-50,1,Ibaraki,1
Nursing care,41-50,1,Ishikawa,5
Nursing care,41-50,1,Kagawa,1
Nursing care,41-50,1,Kanagawa,15
Nursing care,41-50,1,Kyoto,1
Nursing care,41-50,1,Mie,3
Nursing care,41-50,1,Miyazaki,4
Nursing care,41-50,1,Niigata,2
Nursing care,41-50,1,Osaka,4
Nursing care,41-50,1,Saitama,7
Nursing care,41-50,1,Shizuoka,3
Nursing care,41-50,1,Tochigi,2
Nursing care,41-50,1,Tokyo,22
Nursing care,41-50,1,Toyama,1
Nursing care,41-50,1,Yamagata,3
Nursing care,41-50,2,Chiba,8
Nursing care,41-50,2,Ehime,1
Nursing care,41-50,2,Fukui,4
Nursing care,41-50,2,Gifu,4
Nursing care,41-50,2,Gunma,1
Nursing care,41-50,2,Hiroshima,1
Nursing care,41-50,2,Hyōgo,3
Nursing care,41-50,2,Ibaraki,1
Nursing care,41-50,2,Ishikawa,1
Nursing care,41-50,2,Kagoshima,1
Nursing care,41-50,2,Kanagawa,6
Nursing care,41-50,2,Kyoto,1
Nursing care,41-50,2,Mie,1
Nursing care,41-50,2,Nara,2
Nursing care,41-50,2,Niigata,1
Nursing care,41-50,2,Okayama,2
Nursing care,41-50,2,Osaka,2
Nursing care,41-50,2,Saitama,4
Nursing care,41-50,2,Shizuoka,2
Nursing care,41-50,2,Tokyo,12
Nursing care,41-50,2,Wakayama,1
Nursing care,41-50,2,Yamagata,1
Nursing care,51-60,1,Aichi,1
Nursing care,51-60,1,Aomori,1
Nursing care,51-60,1,Chiba,1
Nursing care,51-60,1,Fukuoka,1
Nursing care,51-60,1,Hokkaido,1
Nursing care,51-60,1,Hyōgo,1
Nursing care,51-60,1,Ibaraki,1
Nursing care,51-60,1,Ishikawa,2
Nursing care,51-60,1,Kagoshima,1
Nursing care,51-60,1,Kanagawa,7
Nursing care,51-60,1,Mie,2
Nursing care,51-60,1,Niigata,1
Nursing care,51-60,1,Osaka,1
Nursing care,51-60,1,Saitama,3
Nursing care,51-60,1,Shiga,1
Nursing care,51-60,1,Shizuoka,3
Nursing care,51-60,1,Tokyo,18
Nursing care,51-60,1,Toyama,1
Nursing care,51-60,1,Yamagata,2
Nursing care,51-60,1,Yamaguchi,1
Nursing care,51-60,2,Aichi,1
Nursing care,51-60,2,Chiba,2
Nursing care,51-60,2,Fukui,2
Nursing care,51-60,2,Fukuoka,1
Nursing care,51-60,2,Fukushima,1
Nursing care,51-60,2,Gifu,1
Nursing care,51-60,2,Hiroshima,1
Nursing care,51-60,2,Hokkaido,1
Nursing care,51-60,2,Hyōgo,1
Nursing care,51-60,2,Ibaraki,1
Nursing care,51-60,2,Ishikawa,5
Nursing care,51-60,2,Kagoshima,1
Nursing care,51-60,2,Kanagawa,10
Nursing care,51-60,2,Kyoto,1
Nursing care,51-60,2,Mie,4
Nursing care,51-60,2,Miyazaki,3
Nursing care,51-60,2,Nara,1
Nursing care,51-60,2,Niigata,1
Nursing care,51-60,2,Osaka,2
Nursing care,51-60,2,Saitama,3
Nursing care,51-60,2,Shizuoka,3
Nursing care,51-60,2,Tochigi,3
Nursing care,51-60,2,Tokyo,17
Nursing care,51-60,2,Toyama,1
Nursing care,51-60,2,Wakayama,1
Nursing care,61-64,1,Fukuoka,1
Nursing care,61-64,1,Ibaraki,1
Nursing care,61-64,1,Kyoto,2
Nursing care,61-64,1,Mie,1
Nursing care,61-64,1,Nara,1
Nursing care,61-64,1,Okayama,1
Nursing care,61-64,1,Osaka,2
Nursing care,61-64,1,Saitama,1
Nursing care,61-64,1,Shizuoka,3
Nursing care,61-64,1,Tokyo,5
Nursing care,61-64,2,Chiba,3
Nursing care,61-64,2,Fukuoka,1
Nursing care,61-64,2,Hiroshima,1
Nursing care,61-64,2,Ibaraki,1
Nursing care,61-64,2,Kanagawa,1
Nursing care,61-64,2,Nara,1
Nursing care,61-64,2,Tokyo,1
Nursing care,greater than 64,1,Fukuoka,1
Nursing care,greater than 64,1,Kagoshima,1
Nursing care,greater than 64,1,Tochigi,1
Nursing care,greater than 64,1,Tokyo,1
Nursing care,greater than 64,2,Gunma,1
Nursing care,greater than 64,2,Tokyo,1
Term life,18-22,1,Aichi,241
Term life,18-22,1,Akita,24
Term life,18-22,1,Aomori,31
Term life,18-22,1,Chiba,110
Term life,18-22,1,Ehime,34
Term life,18-22,1,Fukui,18
Term life,18-22,1,Fukuoka,113
Term life,18-22,1,Fukushima,28
Term life,18-22,1,Gifu,30
Term life,18-22,1,Gunma,33
Term life,18-22,1,Hiroshima,42
Term life,18-22,1,Hokkaido,107
Term life,18-22,1,Hyōgo,53
Term life,18-22,1,Ibaraki,39
Term life,18-22,1,Ishikawa,29
Term life,18-22,1,Kagawa,25
Term life,18-22,1,Kagoshima,42
Term life,18-22,1,Kanagawa,138
Term life,18-22,1,Kochi,11
Term life,18-22,1,Kumamoto,54
Term life,18-22,1,Kyoto,27
Term life,18-22,1,Mie,28
Term life,18-22,1,Miyagi,40
Term life,18-22,1,Miyazaki,44
Term life,18-22,1,Nagano,38
Term life,18-22,1,Naoasaki,41
Term life,18-22,1,Nara,22
Term life,18-22,1,Niigata,27
Term life,18-22,1,Oita,25
Term life,18-22,1,Okayama,42
Term life,18-22,1,Okinawa,12
Term life,18-22,1,Osaka,84
Term life,18-22,1,Saga,18
Term life,18-22,1,Saitama,102
Term life,18-22,1,Shiga,17
Term life,18-22,1,Shimane,4
Term life,18-22,1,Shizuoka,86
Term life,18-22,1,Tochigi,23
Term life,18-22,1,Tokushima,3
Term life,18-22,1,Tokyo,182
Term life,18-22,1,Tottori,12
Term life,18-22,1,Toyama,22
Term life,18-22,1,Wakayama,13
Term life,18-22,1,Yamagata,29
Term life,18-22,1,Yamaguchi,36
Term life,18-22,1,Yamanashi,4
Term life,18-22,2,Aichi,74
Term life,18-22,2,Akita,16
Term life,18-22,2,Aomori,19
Term life,18-22,2,Chiba,51
Term life,18-22,2,Ehime,13
Term life,18-22,2,Fukui,8
Term life,18-22,2,Fukuoka,68
Term life,18-22,2,Fukushima,21
Term life,18-22,2,Gifu,25
Term life,18-22,2,Gunma,12
Term life,18-22,2,Hiroshima,11
Term life,18-22,2,Hokkaido,57
Term life,18-22,2,Hyōgo,23
Term life,18-22,2,Ibaraki,19
Term life,18-22,2,Ishikawa,18
Term life,18-22,2,Kagawa,12
Term life,18-22,2,Kagoshima,23
Term life,18-22,2,Kanagawa,60
Term life,18-22,2,Kochi,7
Term life,18-22,2,Kumamoto,27
Term life,18-22,2,Kyoto,12
Term life,18-22,2,Mie,6
Term life,18-22,2,Miyagi,34
Term life,18-22,2,Miyazaki,37
Term life,18-22,2,Nagano,11
Term life,18-22,2,Naoasaki,17
Term life,18-22,2,Nara,6
Term life,18-22,2,Niigata,8
Term life,18-22,2,Oita,11
Term life,18-22,2,Okayama,20
Term life,18-22,2,Okinawa,6
Term life,18-22,2,Osaka,45
Term life,18-22,2,Saga,13
Term life,18-22,2,Saitama,38
Term life,18-22,2,Shiga,8
Term life,18-22,2,Shimane,2
Term life,18-22,2,Shizuoka,26
Term life,18-22,2,Tochigi,10
Term life,18-22,2,Tokushima,4
Term life,18-22,2,Tokyo,100
Term life,18-22,2,Tottori,1
Term life,18-22,2,Toyama,21
Term life,18-22,2,Wakayama,12
Term life,18-22,2,Yamagata,15
Term life,18-22,2,Yamaguchi,12
Term life,18-22,2,Yamanashi,5
Term life,23-30,1,Aichi,820
Term life,23-30,1,Akita,166
Term life,23-30,1,Aomori,157
Term life,23-30,1,Chiba,776
Term life,23-30,1,Ehime,221
Term life,23-30,1,Fukui,102
Term life,23-30,1,Fukuoka,757
Term life,23-30,1,Fukushima,130
Term life,23-30,1,Gifu,195
Term life,23-30,1,Gunma,194
Term life,23-30,1,Hiroshima,299
Term life,23-30,1,Hokkaido,687
Term life,23-30,1,Hyōgo,540
Term life,23-30,1,Ibaraki,243
Term life,23-30,1,Ishikawa,159
Term life,23-30,1,Kagawa,138
Term life,23-30,1,Kagoshima,221
Term life,23-30,1,Kanagawa,1341
Term life,23-30,1,Kochi,73
Term life,23-30,1,Kumamoto,295
Term life,23-30,1,Kyoto,241
Term life,23-30,1,Mie,174
Term life,23-30,1,Miyagi,242
Term life,23-30,1,Miyazaki,246
Term life,23-30,1,Nagano,240
Term life,23-30,1,Naoasaki,155
Term life,23-30,1,Nara,128
Term life,23-30,1,Niigata,184
Term life,23-30,1,Oita,130
Term life,23-30,1,Okayama,255
Term life,23-30,1,Okinawa,73
Term life,23-30,1,Osaka,929
Term life,23-30,1,Saga,91
Term life,23-30,1,Saitama,880
Term life,23-30,1,Shiga,118
Term life,23-30,1,Shimane,25
Term life,23-30,1,Shizuoka,371
Term life,23-30,1,Tochigi,182
Term life,23-30,1,Tokushima,60
Term life,23-30,1,Tokyo,1838
Term life,23-30,1,Tottori,97
Term life,23-30,1,Toyama,156
Term life,23-30,1,Wakayama,125
Term life,23-30,1,Yamagata,90
Term life,23-30,1,Yamaguchi,211
Term life,23-30,1,Yamanashi,74
Term life,23-30,2,Aichi,152
Term life,23-30,2,Akita,57
Term life,23-30,2,Aomori,56
Term life,23-30,2,Chiba,177
Term life,23-30,2,Ehime,47
Term life,23-30,2,Fukui,34
Term life,23-30,2,Fukuoka,215
Term life,23-30,2,Fukushima,56
Term life,23-30,2,Gifu,49
Term life,23-30,2,Gunma,51
Term life,23-30,2,Hiroshima,88
Term life,23-30,2,Hokkaido,170
Term life,23-30,2,Hyōgo,115
Term life,23-30,2,Ibaraki,61
Term life,23-30,2,Ishikawa,75
Term life,23-30,2,Kagawa,40
Term life,23-30,2,Kagoshima,56
Term life,23-30,2,Kanagawa,252
Term life,23-30,2,Kochi,29
Term life,23-30,2,Kumamoto,71
Term life,23-30,2,Kyoto,34
Term life,23-30,2,Mie,24
Term life,23-30,2,Miyagi,70
Term life,23-30,2,Miyazaki,86
Term life,23-30,2,Nagano,70
Term life,23-30,2,Naoasaki,36
Term life,23-30,2,Nara,36
Term life,23-30,2,Niigata,55
Term life,23-30,2,Oita,25
Term life,23-30,2,Okayama,71
Term life,23-30,2,Okinawa,25
Term life,23-30,2,Osaka,166
Term life,23-30,2,Saga,24
Term life,23-30,2,Saitama,196
Term life,23-30,2,Shiga,24
Term life,23-30,2,Shimane,8
Term life,23-30,2,Shizuoka,113
Term life,23-30,2,Tochigi,54
Term life,23-30,2,Tokushima,8
Term life,23-30,2,Tokyo,440
Term life,23-30,2,Tottori,28
Term life,23-30,2,Toyama,37
Term life,23-30,2,Wakayama,34
Term life,23-30,2,Yamagata,45
Term life,23-30,2,Yamaguchi,56
Term life,23-30,2,Yamanashi,19
Term life,31-40,1,Aichi,1221
Term life,31-40,1,Akita,258
Term life,31-40,1,Aomori,237
Term life,31-40,1,Chiba,1392
Term life,31-40,1,Ehime,350
Term life,31-40,1,Fukui,152
Term life,31-40,1,Fukuoka,1220
Term life,31-40,1,Fukushima,294
Term life,31-40,1,Gifu,287
Term life,31-40,1,Gunma,308
Term life,31-40,1,Hiroshima,507
Term life,31-40,1,Hokkaido,1210
Term life,31-40,1,Hyōgo,1036
Term life,31-40,1,Ibaraki,453
Term life,31-40,1,Ishikawa,302
Term life,31-40,1,Kagawa,216
Term life,31-40,1,Kagoshima,440
Term life,31-40,1,Kanagawa,2383
Term life,31-40,1,Kochi,152
Term life,31-40,1,Kumamoto,563
Term life,31-40,1,Kyoto,426
Term life,31-40,1,Mie,314
Term life,31-40,1,Miyagi,423
Term life,31-40,1,Miyazaki,432
Term life,31-40,1,Nagano,424
Term life,31-40,1,Naoasaki,208
Term life,31-40,1,Nara,277
Term life,31-40,1,Niigata,349
Term life,31-40,1,Oita,201
Term life,31-40,1,Okayama,416
Term life,31-40,1,Okinawa,178
Term life,31-40,1,Osaka,1796
Term life,31-40,1,Saga,141
Term life,31-40,1,Saitama,1636
Term life,31-40,1,Shiga,246
Term life,31-40,1,Shimane,53
